Symbol,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,Date added,CIK,Founded,link,wiki_link
MMM,3M,Industrials,Industrial Conglomerates,"Saint Paul, Minnesota",1957-03-04,66740,1902,/wiki/3M,https://en.wikipedia.org/wiki/3M
AOS,A. O. Smith,Industrials,Building Products,"Milwaukee, Wisconsin",2017-07-26,91142,1916,/wiki/A._O._Smith,https://en.wikipedia.org/wiki/A._O._Smith
ABT,Abbott Laboratories,Health Care,Health Care Equipment,"North Chicago, Illinois",1957-03-04,1800,1888,/wiki/Abbott_Laboratories,https://en.wikipedia.org/wiki/Abbott_Laboratories
ABBV,AbbVie,Health Care,Biotechnology,"North Chicago, Illinois",2012-12-31,1551152,2013 (1888),/wiki/AbbVie,https://en.wikipedia.org/wiki/AbbVie
ACN,Accenture,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",2011-07-06,1467373,1989,/wiki/Accenture,https://en.wikipedia.org/wiki/Accenture
ADBE,Adobe Inc.,Information Technology,Application Software,"San Jose, California",1997-05-05,796343,1982,/wiki/Adobe_Inc.,https://en.wikipedia.org/wiki/Adobe_Inc.
AMD,Advanced Micro Devices,Information Technology,Semiconductors,"Santa Clara, California",2017-03-20,2488,1969,/wiki/AMD,https://en.wikipedia.org/wiki/AMD
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,"Arlington, Virginia",1998-10-02,874761,1981,/wiki/AES_Corporation,https://en.wikipedia.org/wiki/AES_Corporation
AFL,Aflac,Financials,Life & Health Insurance,"Columbus, Georgia",1999-05-28,4977,1955,/wiki/Aflac,https://en.wikipedia.org/wiki/Aflac
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,"Santa Clara, California",2000-06-05,1090872,1999,/wiki/Agilent_Technologies,https://en.wikipedia.org/wiki/Agilent_Technologies
APD,Air Products,Materials,Industrial Gases,"Allentown, Pennsylvania",1985-04-30,2969,1940,/wiki/Air_Products,https://en.wikipedia.org/wiki/Air_Products
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","San Francisco, California",2023-09-18,1559720,2008,/wiki/Airbnb,https://en.wikipedia.org/wiki/Airbnb
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,"Cambridge, Massachusetts",2007-07-12,1086222,1998,/wiki/Akamai_Technologies,https://en.wikipedia.org/wiki/Akamai_Technologies
ALB,Albemarle Corporation,Materials,Specialty Chemicals,"Charlotte, North Carolina",2016-07-01,915913,1994,/wiki/Albemarle_Corporation,https://en.wikipedia.org/wiki/Albemarle_Corporation
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,"Pasadena, California",2017-03-20,1035443,1994,/wiki/Alexandria_Real_Estate_Equities,https://en.wikipedia.org/wiki/Alexandria_Real_Estate_Equities
ALGN,Align Technology,Health Care,Health Care Supplies,"Tempe, Arizona",2017-06-19,1097149,1997,/wiki/Align_Technology,https://en.wikipedia.org/wiki/Align_Technology
ALLE,Allegion,Industrials,Building Products,"Dublin, Ireland",2013-12-02,1579241,1908,/wiki/Allegion,https://en.wikipedia.org/wiki/Allegion
LNT,Alliant Energy,Utilities,Electric Utilities,"Madison, Wisconsin",2016-07-01,352541,1917,/wiki/Alliant_Energy,https://en.wikipedia.org/wiki/Alliant_Energy
ALL,Allstate,Financials,Property & Casualty Insurance,"Northbrook, Illinois",1995-07-13,899051,1931,/wiki/Allstate,https://en.wikipedia.org/wiki/Allstate
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,"Mountain View, California",2014-04-03,1652044,1998,/wiki/Alphabet_Inc.,https://en.wikipedia.org/wiki/Alphabet_Inc.
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,"Mountain View, California",2006-04-03,1652044,1998,/wiki/Alphabet_Inc.,https://en.wikipedia.org/wiki/Alphabet_Inc.
MO,Altria,Consumer Staples,Tobacco,"Richmond, Virginia",1957-03-04,764180,1985,/wiki/Altria,https://en.wikipedia.org/wiki/Altria
AMZN,Amazon,Consumer Discretionary,Broadline Retail,"Seattle, Washington",2005-11-18,1018724,1994,/wiki/Amazon_(company),https://en.wikipedia.org/wiki/Amazon_(company)
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,"Warmley, Bristol, United Kingdom",2019-06-07,1748790,2019 (1860),/wiki/Amcor,https://en.wikipedia.org/wiki/Amcor
AEE,Ameren,Utilities,Multi-Utilities,"St. Louis, Missouri",1991-09-19,1002910,1902,/wiki/Ameren,https://en.wikipedia.org/wiki/Ameren
AAL,American Airlines Group,Industrials,Passenger Airlines,"Fort Worth, Texas",2015-03-23,6201,1934,/wiki/American_Airlines_Group,https://en.wikipedia.org/wiki/American_Airlines_Group
AEP,American Electric Power,Utilities,Electric Utilities,"Columbus, Ohio",1957-03-04,4904,1906,/wiki/American_Electric_Power,https://en.wikipedia.org/wiki/American_Electric_Power
AXP,American Express,Financials,Consumer Finance,"New York City, New York",1976-06-30,4962,1850,/wiki/American_Express,https://en.wikipedia.org/wiki/American_Express
AIG,American International Group,Financials,Multi-line Insurance,"New York City, New York",1980-03-31,5272,1919,/wiki/American_International_Group,https://en.wikipedia.org/wiki/American_International_Group
AMT,American Tower,Real Estate,Telecom Tower REITs,"Boston, Massachusetts",2007-11-19,1053507,1995,/wiki/American_Tower,https://en.wikipedia.org/wiki/American_Tower
AWK,American Water Works,Utilities,Water Utilities,"Camden, New Jersey",2016-03-04,1410636,1886,/wiki/American_Water_Works,https://en.wikipedia.org/wiki/American_Water_Works
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota",2005-10-03,820027,1894,/wiki/Ameriprise_Financial,https://en.wikipedia.org/wiki/Ameriprise_Financial
AME,Ametek,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",2013-09-23,1037868,1930,/wiki/Ametek,https://en.wikipedia.org/wiki/Ametek
AMGN,Amgen,Health Care,Biotechnology,"Thousand Oaks, California",1992-01-02,318154,1980,/wiki/Amgen,https://en.wikipedia.org/wiki/Amgen
APH,Amphenol,Information Technology,Electronic Components,"Wallingford, Connecticut",2008-09-30,820313,1932,/wiki/Amphenol,https://en.wikipedia.org/wiki/Amphenol
ADI,Analog Devices,Information Technology,Semiconductors,"Wilmington, Massachusetts",1999-10-12,6281,1965,/wiki/Analog_Devices,https://en.wikipedia.org/wiki/Analog_Devices
ANSS,Ansys,Information Technology,Application Software,"Canonsburg, Pennsylvania",2017-06-19,1013462,1969,/wiki/Ansys,https://en.wikipedia.org/wiki/Ansys
AON,Aon,Financials,Insurance Brokers,"London, UK",1996-04-23,315293,1982 (1919),/wiki/Aon_(company),https://en.wikipedia.org/wiki/Aon_(company)
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1997-07-28,1841666,1954,/wiki/APA_Corporation,https://en.wikipedia.org/wiki/APA_Corporation
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,320193,1977,/wiki/Apple_Inc.,https://en.wikipedia.org/wiki/Apple_Inc.
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",1995-03-16,6951,1967,/wiki/Applied_Materials,https://en.wikipedia.org/wiki/Applied_Materials
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,"Dublin, Ireland",2012-12-24,1521332,1994,/wiki/Aptiv,https://en.wikipedia.org/wiki/Aptiv
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,"Hamilton, Bermuda",2022-11-01,947484,1995,/wiki/Arch_Capital_Group,https://en.wikipedia.org/wiki/Arch_Capital_Group
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,"Chicago, Illinois",1957-03-04,7084,1902,/wiki/Archer_Daniels_Midland,https://en.wikipedia.org/wiki/Archer_Daniels_Midland
ANET,Arista Networks,Information Technology,Communications Equipment,"Santa Clara, California",2018-08-28,1596532,2004,/wiki/Arista_Networks,https://en.wikipedia.org/wiki/Arista_Networks
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,"Rolling Meadows, Illinois",2016-05-31,354190,1927,/wiki/Arthur_J._Gallagher_%26_Co.,https://en.wikipedia.org/wiki/Arthur_J._Gallagher_%26_Co.
AIZ,Assurant,Financials,Multi-line Insurance,"Atlanta, Georgia",2007-04-10,1267238,1892,/wiki/Assurant,https://en.wikipedia.org/wiki/Assurant
T,AT&T,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983-11-30,732717,1983 (1885),/wiki/AT%26T,https://en.wikipedia.org/wiki/AT%26T
ATO,Atmos Energy,Utilities,Gas Utilities,"Dallas, Texas",2019-02-15,731802,1906,/wiki/Atmos_Energy,https://en.wikipedia.org/wiki/Atmos_Energy
ADSK,Autodesk,Information Technology,Application Software,"San Francisco, California",1989-12-01,769397,1982,/wiki/Autodesk,https://en.wikipedia.org/wiki/Autodesk
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,"Roseland, New Jersey",1981-03-31,8670,1949,/wiki/ADP_(company),https://en.wikipedia.org/wiki/ADP_(company)
AZO,AutoZone,Consumer Discretionary,Automotive Retail,"Memphis, Tennessee",1997-01-02,866787,1979,/wiki/AutoZone,https://en.wikipedia.org/wiki/AutoZone
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,"Arlington, Virginia",2007-01-10,915912,1978,/wiki/AvalonBay_Communities,https://en.wikipedia.org/wiki/AvalonBay_Communities
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,"Mentor, Ohio",1987-12-31,8818,1990,/wiki/Avery_Dennison,https://en.wikipedia.org/wiki/Avery_Dennison
AXON,Axon Enterprise,Industrials,Aerospace & Defense,"Scottsdale, Arizona",2023-05-04,1069183,1993,/wiki/Axon_Enterprise,https://en.wikipedia.org/wiki/Axon_Enterprise
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2017-07-07,1701605,2017,/wiki/Baker_Hughes,https://en.wikipedia.org/wiki/Baker_Hughes
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers","Broomfield, Colorado",1984-10-31,9389,1880,/wiki/Ball_Corporation,https://en.wikipedia.org/wiki/Ball_Corporation
BAC,Bank of America,Financials,Diversified Banks,"Charlotte, North Carolina",1976-06-30,70858,1998 (1923 / 1874),/wiki/Bank_of_America,https://en.wikipedia.org/wiki/Bank_of_America
BK,BNY Mellon,Financials,Asset Management & Custody Banks,"New York City, New York",1995-03-31,1390777,1784,/wiki/BNY_Mellon,https://en.wikipedia.org/wiki/BNY_Mellon
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,Other Specialty Retail,"Columbus, Ohio",1983-09-30,701985,1963,"/wiki/Bath_%26_Body_Works,_Inc.","https://en.wikipedia.org/wiki/Bath_%26_Body_Works,_Inc."
BAX,Baxter International,Health Care,Health Care Equipment,"Deerfield, Illinois",1972-09-30,10456,1931,/wiki/Baxter_International,https://en.wikipedia.org/wiki/Baxter_International
BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,10795,1897,/wiki/BD_(company),https://en.wikipedia.org/wiki/BD_(company)
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,"Omaha, Nebraska",2010-02-16,1067983,1839,/wiki/Berkshire_Hathaway,https://en.wikipedia.org/wiki/Berkshire_Hathaway
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",1999-06-29,764478,1966,/wiki/Best_Buy,https://en.wikipedia.org/wiki/Best_Buy
BIO,Bio-Rad Laboratories,Health Care,Life Sciences Tools & Services,"Hercules, California",2020-06-22,12208,1952,/wiki/Bio-Rad_Laboratories,https://en.wikipedia.org/wiki/Bio-Rad_Laboratories
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota",2021-08-30,842023,1976,/wiki/Bio-Techne,https://en.wikipedia.org/wiki/Bio-Techne
BIIB,Biogen,Health Care,Biotechnology,"Cambridge, Massachusetts",2003-11-13,875045,1978,/wiki/Biogen,https://en.wikipedia.org/wiki/Biogen
BLK,BlackRock,Financials,Asset Management & Custody Banks,"New York City, New York",2011-04-04,1364742,1988,/wiki/BlackRock,https://en.wikipedia.org/wiki/BlackRock
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,"New York City, New York",2023-09-18,1393818,1985,/wiki/Blackstone_Inc.,https://en.wikipedia.org/wiki/Blackstone_Inc.
BA,Boeing,Industrials,Aerospace & Defense,"Arlington, Virginia",1957-03-04,12927,1916,/wiki/Boeing,https://en.wikipedia.org/wiki/Boeing
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Norwalk, Connecticut",2009-11-06,1075531,1996,/wiki/Booking_Holdings,https://en.wikipedia.org/wiki/Booking_Holdings
